SalePrice,id
133095.449045,2131
134252.428239,2132
133020.710039,2133
124252.47544,2134
163432.395962,2135
84940.7358529,2136
130186.293003,2137
148454.515769,2138
167494.144681,2139
148586.927306,2140
170643.523399,2141
129436.138625,2142
176498.876199,2143
124694.912014,2144
147170.882372,2145
169300.897997,2146
173744.294448,2147
173287.132254,2148
239150.810994,2149
167447.92178,2150
115442.889964,2151
106926.152127,2152
128147.741871,2153
105025.646444,2154
143252.767835,2155
211377.310604,2156
191046.922325,2157
176762.094367,2158
182253.077808,2159
195392.555187,2160
278369.206439,2161
439248.352192,2162
282470.730523,2163
248597.112166,2164
150558.735619,2165
189982.235354,2166
199109.187973,2167
206423.515849,2168
196867.550136,2169
215535.810172,2170
174501.042126,2171
179594.443088,2172
171253.126221,2173
205046.636346,2174
237614.507025,2175
236665.553509,2176
212316.741246,2177
201611.215144,2178
181174.843761,2179
231753.439271,2180
189811.855954,2181
265702.588811,2182
219723.289794,2183
128032.816437,2184
168840.036294,2185
165107.659002,2186
175854.693489,2187
171642.250834,2188
193058.79533,2189
94439.0137099,2190
94439.0137099,2191
94439.0137099,2192
106441.882309,2193
104107.696131,2194
121962.699651,2195
125617.885164,2196
124903.091369,2197
115143.002067,2198
137425.224665,2199
122806.992655,2200
141059.349898,2201
118548.30946,2202
151113.484812,2203
128041.663132,2204
110357.534122,2205
127372.073436,2206
184830.963611,2207
171542.718643,2208
149018.952148,2209
165849.743321,2210
120856.554093,2211
133304.510888,2212
87882.3163522,2213
131624.496669,2214
140926.479306,2215
133683.765204,2216
146293.920772,2217
96435.4282531,2218
117257.890429,2219
105055.516788,2220
203617.15236,2221
192530.231615,2222
244913.11734,2223
251853.09587,2224
165723.942347,2225
170985.225329,2226
179383.861874,2227
258757.462038,2228
220132.978469,2229
180278.353366,2230
232721.092462,2231
170126.225342,2232
190757.205208,2233
188279.321393,2234
179453.153037,2235
202055.335975,2236
283566.253658,2237
245759.441787,2238
124866.815924,2239
170067.506235,2240
218649.878323,2241
167165.13566,2242
144383.607458,2243
151505.983822,2244
137031.512193,2245
128559.481548,2246
114460.283189,2247
140134.003789,2248
149496.397059,2249
172919.012958,2250
107356.832335,2251
167661.826714,2252
169750.993802,2253
168316.556729,2254
182147.508511,2255
173636.254291,2256
189202.768494,2257
170503.44453,2258
166999.08478,2259
154910.541627,2260
175976.005917,2261
178519.583019,2262
242883.618099,2263
349256.461934,2264
234497.002399,2265
207838.236778,2266
243042.858608,2267
243783.526921,2268
172275.973217,2269
181967.589766,2270
202142.280137,2271
167916.46735,2272
174699.775269,2273
177954.769266,2274
247698.459383,2275
182070.950809,2276
164584.494779,2277
185860.383506,2278
158820.618776,2279
125375.420521,2280
194082.616743,2281
192543.556023,2282
132883.675773,2283
132883.675773,2284
143633.454578,2285
140008.442697,2286
245149.722255,2287
275676.303115,2288
298232.37382,2289
327955.25395,2290
231825.340518,2291
279892.610503,2292
296570.355288,2293
263695.618411,2294
371551.172063,2295
245996.864313,2296
258862.748044,2297
271530.950682,2298
287563.702758,2299
261086.906234,2300
255985.554834,2301
279892.610503,2302
206352.268797,2303
280859.809976,2304
222370.870202,2305
222370.870202,2306
189629.947994,2307
222047.328918,2308
208283.244374,2309
206679.973842,2310
190218.267004,2311
212082.468659,2312
179323.165632,2313
189577.616372,2314
186553.088191,2315
172075.142022,2316
176791.262401,2317
187546.786816,2318
180687.985153,2319
191429.480419,2320
219148.00867,2321
178679.681073,2322
184627.351069,2323
177831.101253,2324
203622.732156,2325
176888.879979,2326
182580.265295,2327
181782.11712,2328
181037.418404,2329
183680.822173,2330
280250.156097,2331
251417.257298,2332
241157.170058,2333
207523.056254,2334
186625.300276,2335
280850.2059,2336
218702.400793,2337
275275.204772,2338
194357.286733,2339
344230.224279,2340
194665.942813,2341
193327.503521,2342
231027.000891,2343
211352.117496,2344
275607.778024,2345
217281.119967,2346
212193.757799,2347
215668.105435,2348
209920.656571,2349
282548.704527,2350
216473.110324,2351
228552.151662,2352
244995.814866,2353
124205.21933,2354
123827.854892,2355
209033.340546,2356
209783.117479,2357
184981.997007,2358
140380.777427,2359
141416.085947,2360
191707.262706,2361
192329.794797,2362
156074.480238,2363
190341.940821,2364
202599.76798,2365
194949.587338,2366
193502.353067,2367
191708.409172,2368
203105.040291,2369
179743.065628,2370
180700.490001,2371
214194.218483,2372
204412.455464,2373
332156.674982,2374
181890.093559,2375
179346.768988,2376
203510.526744,2377
148526.207891,2378
173912.145085,2379
159080.486379,2380
165472.626594,2381
174790.84966,2382
179371.448139,2383
179538.595425,2384
157149.637855,2385
131647.217703,2386
145139.557617,2387
162295.48239,2388
137291.823567,2389
146885.537152,2390
202362.541202,2391
129686.456264,2392
150839.462974,2393
150040.253539,2394
180949.046652,2395
129302.264964,2396
170988.978328,2397
166592.881325,2398
91132.3697739,2399
90925.7654529,2400
145266.346982,2401
123495.300737,2402
211600.398434,2403
149719.684417,2404
158987.25964,2405
145441.850833,2406
126487.56164,2407
187728.276775,2408
132618.116661,2409
152516.363813,2410
127161.315355,2411
133961.366605,2412
129141.820318,2413
150138.398116,2414
150610.718984,2415
136169.251047,2416
122760.485809,2417
138517.799095,2418
131080.792801,2419
135803.332183,2420
121283.010699,2421
137443.480578,2422
95165.0763226,2423
154172.393105,2424
323270.569736,2425
169986.009739,2426
94222.7094899,2427
142176.457077,2428
121920.604098,2429
132325.61277,2430
128240.633548,2431
143951.431161,2432
131461.170504,2433
131144.094806,2434
134483.963739,2435
128928.133922,2436
128892.553914,2437
128174.245722,2438
163155.38672,2439
149259.602581,2440
102434.421665,2441
114740.412708,2442
127958.14132,2443
166468.566451,2444
103816.722102,2445
112894.619664,2446
208459.083347,2447
123660.597579,2448
131326.560093,2449
146675.733577,2450
142069.000987,2451
149804.304019,2452
129226.489197,2453
153701.983291,2454
132345.182522,2455
122519.346662,2456
127883.651391,2457
109787.1728,2458
112164.477499,2459
146341.82345,2460
117132.857558,2461
123720.553786,2462
123956.183243,2463
143410.427184,2464
146906.978084,2465
148921.220652,2466
151437.117918,2467
102896.092464,2468
100621.463145,2469
181876.418714,2470
143630.395032,2471
166097.572541,2472
144025.513409,2473
107393.600106,2474
155557.991654,2475
123349.058542,2476
131279.875399,2477
177190.203797,2478
149245.278616,2479
181297.858602,2480
128032.816437,2481
186282.698814,2482
129400.418425,2483
164595.885161,2484
134261.437956,2485
145753.260624,2486
179023.776752,2487
128174.231633,2488
168598.413539,2489
143714.132719,2490
139560.230047,2491
184225.3339,2492
185064.872492,2493
171026.715142,2494
124620.121232,2495
173332.813635,2496
127979.872697,2497
139146.594333,2498
142638.26425,2499
140880.446614,2500
117348.446475,2501
133379.216105,2502
111508.385171,2503
177984.640061,2504
188900.31802,2505
279929.223729,2506
285608.246314,2507
279929.223729,2508
259311.493523,2509
231983.687934,2510
201277.617135,2511
211660.075044,2512
200299.643641,2513
172817.676409,2514
232970.196221,2515
192747.25951,2516
166135.985339,2517
147108.503917,2518
208046.307919,2519
195744.819759,2520
195170.282703,2521
188610.877526,2522
157388.312934,2523
149029.144188,2524
181512.804127,2525
213050.59889,2526
141416.085947,2527
158226.662527,2528
192474.474097,2529
225832.996274,2530
206444.861208,2531
215103.441576,2532
200832.314043,2533
182909.431277,2534
203145.666933,2535
210676.943228,2536
187483.48094,2537
208168.301656,2538
211017.004488,2539
186599.47146,2540
194357.286733,2541
178778.34136,2542
143936.070269,2543
159938.917611,2544
148583.605854,2545
173098.185723,2546
172656.786146,2547
183964.982534,2548
194821.857178,2549
367753.783754,2550
200853.081243,2551
157445.223594,2552
94439.0137099,2553
91132.3697739,2554
120472.037467,2555
131447.578044,2556
154430.374959,2557
86497.1119558,2558
120877.76664,2559
127290.253916,2560
123237.592709,2561
106477.70581,2562
121662.021669,2563
126834.705723,2564
134192.042343,2565
128050.955914,2566
147341.654858,2567
166457.411841,2568
169213.25419,2569
165849.743321,2570
210277.369211,2571
180794.083572,2572
184028.499986,2573
211929.018466,2574
175794.630135,2575
102096.88641,2576
155968.733485,2577
94725.5244583,2578
113848.549241,2579
96251.1853847,2580
200173.766104,2581
127820.69152,2582
196957.224582,2583
168700.291903,2584
222085.658632,2585
207294.073045,2586
183744.241513,2587
146865.208263,2588
170832.021514,2589
180339.372913,2590
164986.138053,2591
185905.558033,2592
198245.56321,2593
181112.45842,2594
186984.793537,2595
230945.693195,2596
199857.861799,2597
186232.934038,2598
295898.011846,2599
246394.680357,2600
180776.618355,2601
130832.257731,2602
134864.883289,2603
102272.621418,2604
137813.706758,2605
199603.043233,2606
173576.464757,2607
209028.486557,2608
174062.15885,2609
102817.391881,2610
147433.804741,2611
182956.03502,2612
140134.003789,2613
144065.153675,2614
143114.233007,2615
127077.999561,2616
234049.872611,2617
159311.197999,2618
162979.937772,2619
171861.623084,2620
173199.546009,2621
177396.118855,2622
201227.585321,2623
253815.463701,2624
206594.508423,2625
168561.808196,2626
171973.131807,2627
230597.037482,2628
250862.730769,2629
232199.861663,2630
245774.58075,2631
228459.193693,2632
199362.021823,2633
241305.191566,2634
185462.399918,2635
167182.4215,2636
183945.96147,2637
204490.025362,2638
178040.955812,2639
160646.653056,2640
175818.330358,2641
201019.459525,2642
156554.405232,2643
156554.405232,2644
132179.602843,2645
132179.602843,2646
132179.602843,2647
158226.662527,2648
136383.805644,2649
142115.428207,2650
162060.44901,2651
268512.954185,2652
278081.294955,2653
279485.377618,2654
338378.753249,2655
230597.037482,2656
200715.982864,2657
211069.470263,2658
231551.944047,2659
256429.312641,2660
292417.466753,2661
262787.52721,2662
245452.625629,2663
206737.026429,2664
286069.655064,2665
211549.065803,2666
177660.6751,2667
186553.088191,2668
184307.847999,2669
221398.778668,2670
186553.088191,2671
186032.540252,2672
175624.187605,2673
175854.550584,2674
186130.159896,2675
183940.77139,2676
179192.055143,2677
219988.748341,2678
270614.604029,2679
245266.44434,2680
246640.950107,2681
229460.726413,2682
283185.1092,2683
246192.218729,2684
222638.015045,2685
250760.698559,2686
293901.988748,2687
199121.453257,2688
213329.879759,2689
258934.205258,2690
218415.909029,2691
123171.763104,2692
218470.214406,2693
123547.128123,2694
189406.313217,2695
187126.733517,2696
224738.465319,2697
177305.632833,2698
189003.074401,2699
179470.490392,2700
180326.893055,2701
175273.357523,2702
173576.464757,2703
189303.744899,2704
132929.556516,2705
133067.18568,2706
154664.920114,2707
132682.161071,2708
99064.0805739,2709
131624.496669,2710
174368.678976,2711
263659.337429,2712
211863.115924,2713
192608.57048,2714
180700.490001,2715
193434.251747,2716
177391.257733,2717
204525.324355,2718
164828.825095,2719
156960.006382,2720
161814.688809,2721
165781.161763,2722
180547.596406,2723
137092.999809,2724
128032.816437,2725
170843.844265,2726
146360.635745,2727
147861.636182,2728
154910.541627,2729
126583.578474,2730
110898.802947,2731
117784.932384,2732
160585.705507,2733
116228.431156,2734
120001.198983,2735
122371.325781,2736
125221.29548,2737
161257.444639,2738
149384.352988,2739
147078.204393,2740
129914.832077,2741
151172.891159,2742
125548.561744,2743
148070.172048,2744
141033.742958,2745
140892.888445,2746
134192.042343,2747
179532.601936,2748
127790.164268,2749
124883.353005,2750
134276.600456,2751
195835.233807,2752
250822.37712,2753
239748.562608,2754
167180.383233,2755
145001.059911,2756
162140.848874,2757
123317.718069,2758
138898.482792,2759
153571.33524,2760
129579.118055,2761
134427.135201,2762
158141.612075,2763
151412.967059,2764
164916.659323,2765
160364.384855,2766
133481.037196,2767
96981.1718688,2768
127495.125122,2769
160281.367282,2770
134034.696848,2771
98017.093587,2772
173551.023057,2773
114479.203457,2774
109451.129354,2775
140441.551591,2776
149196.435468,2777
105877.495512,2778
140387.534771,2779
112525.333763,2780
106254.503227,2781
150382.321876,2782
101539.124668,2783
161491.313444,2784
131830.834376,2785
103736.691298,2786
129298.023645,2787
108435.682556,2788
148463.041601,2789
85910.1568127,2790
171588.09847,2791
85521.0677977,2792
124697.793939,2793
111754.561679,2794
115250.914319,2795
105662.354155,2796
167609.825866,2797
122364.718698,2798
142333.609793,2799
85715.3915335,2800
117082.171193,2801
120898.709502,2802
169400.172394,2803
132737.157942,2804
113240.75567,2805
105348.323501,2806
154068.310944,2807
164595.885161,2808
135466.408334,2809
130683.426654,2810
162161.15472,2811
189406.467134,2812
182190.321193,2813
183211.341419,2814
117014.514754,2815
163526.224625,2816
168345.748304,2817
176354.134091,2818
164506.169006,2819
150216.388075,2820
110331.537118,2821
183449.047238,2822
218705.576353,2823
160281.367282,2824
183853.000086,2825
141187.500487,2826
124140.279032,2827
181249.94074,2828
272253.271616,2829
272179.987681,2830
221901.844522,2831
196358.824357,2832
249363.233933,2833
223825.443986,2834
210624.281441,2835
217401.094417,2836
164550.46208,2837
180563.42445,2838
181456.359923,2839
205790.715694,2840
192748.188129,2841
206553.192058,2842
142606.525285,2843
199547.95938,2844
136305.462468,2845
210210.552328,2846
195460.018207,2847
178926.433944,2848
198415.218642,2849
217761.415383,2850
181959.116772,2851
199004.761257,2852
206781.356871,2853
180214.906083,2854
202467.025479,2855
212141.01256,2856
209841.026664,2857
197195.178448,2858
159898.271691,2859
105025.646444,2860
142257.703206,2861
216968.108023,2862
121224.271487,2863
195705.673188,2864
201465.177571,2865
174549.07014,2866
117176.184355,2867
138898.482792,2868
113366.931409,2869
172858.878538,2870
86301.0160172,2871
107151.374789,2872
123666.593354,2873
111910.192242,2874
136984.517923,2875
134361.968366,2876
105055.516788,2877
112087.688375,2878
112164.477499,2879
112674.78269,2880
115525.781116,2881
131706.656505,2882
133459.650337,2883
170979.498579,2884
126894.063332,2885
131564.117535,2886
110331.537118,2887
139521.432707,2888
86890.6415564,2889
111943.768694,2890
136489.030308,2891
90925.7654529,2892
92453.3500883,2893
85133.740955,2894
195913.665923,2895
200397.734083,2896
183451.65627,2897
189406.467134,2898
190323.298435,2899
171741.980337,2900
155456.611388,2901
185820.915375,2902
240243.745766,2903
233188.873246,2904
118888.674529,2905
245012.770232,2906
145152.686213,2907
147196.081832,2908
242741.477357,2909
102272.621418,2910
130832.257731,2911
143411.017333,2912
133490.166539,2913
102272.621418,2914
102272.621418,2915
133490.166539,2916
185037.121383,2917
114952.298331,2918
212362.268135,2919
